,WineID,WineName,WineryName,Country,Type,full_text
693,171317,Cabernet Franc Rosé,Delaire Graff,South Africa,Rosé,Cabernet Franc Rosé by Delaire Graff (South Africa)
694,171369,Danger Point Colombard-Chardonnay,Cape Heritage,South Africa,White,Danger Point Colombard-Chardonnay by Cape Heritage (South Africa)
695,171399,Sauvignon Blanc,Van Loveren,South Africa,White,Sauvignon Blanc by Van Loveren (South Africa)
696,171438,Unwooded Pinot Noir,Haute Cabrière,South Africa,Red,Unwooded Pinot Noir by Haute Cabrière (South Africa)
697,171488,Pinotage Rosé Special Reserve,Silverboom,South Africa,Rosé,Pinotage Rosé Special Reserve by Silverboom (South Africa)
698,171552,Neil's Pick Colombar,Van Loveren,South Africa,White,Neil's Pick Colombar by Van Loveren (South Africa)
699,171639,First Sighting Sauvignon Blanc,Strandveld Vineyards,South Africa,White,First Sighting Sauvignon Blanc by Strandveld Vineyards (South Africa)
700,171675,Chenin Blanc,Klein Kloof,South Africa,White,Chenin Blanc by Klein Kloof (South Africa)
701,171934,Pierre Jourdan Brut,Haute Cabrière,South Africa,Sparkling,Pierre Jourdan Brut by Haute Cabrière (South Africa)
702,172038,Gewürztraminer,Simonsig,South Africa,White,Gewürztraminer by Simonsig (South Africa)
703,172065,Noble Late Harvest,Fleur du Cap,South Africa,Dessert,Noble Late Harvest by Fleur du Cap (South Africa)
704,172117,Cabernet Sauvignon-Shiraz,Lions Gate,South Africa,Red,Cabernet Sauvignon-Shiraz by Lions Gate (South Africa)
705,172209,Bush Vine Pinotage,Swartland Winery,South Africa,Red,Bush Vine Pinotage by Swartland Winery (South Africa)
706,172220,Cabernet Sauvignon-Merlot,Stellenbosch Drive,South Africa,Red,Cabernet Sauvignon-Merlot by Stellenbosch Drive (South Africa)
707,172833,Special Late Harvest Gewürztraminer,Van Loveren,South Africa,Dessert,Special Late Harvest Gewürztraminer by Van Loveren (South Africa)
708,172861,Blush Syrah-Viognier,Opstal,South Africa,Rosé,Blush Syrah-Viognier by Opstal (South Africa)
709,173112,Rosé,Black Oystercatcher,South Africa,Rosé,Rosé by Black Oystercatcher (South Africa)
710,173232,Winemaker's Collection Blanc de Noir,Swartland Winery,South Africa,Rosé,Winemaker's Collection Blanc de Noir by Swartland Winery (South Africa)
711,173289,Pinotage Rosé,Table Mountain,South Africa,Rosé,Pinotage Rosé by Table Mountain (South Africa)
712,173331,Unwooded Chardonnay,Boplaas,South Africa,White,Unwooded Chardonnay by Boplaas (South Africa)
713,173413,Pinotage Rosé,Koopmanskloof,South Africa,Rosé,Pinotage Rosé by Koopmanskloof (South Africa)
714,173765,Viognier Noble Late Harvest,Kranskop,South Africa,Dessert,Viognier Noble Late Harvest by Kranskop (South Africa)
715,174121,White Muscadel Jerepigo,De Krans,South Africa,Dessert,White Muscadel Jerepigo by De Krans (South Africa)
716,174177,Koonunga Hill Shiraz-Cabernet,Penfolds,Australia,Red,Koonunga Hill Shiraz-Cabernet by Penfolds (Australia)
717,174184,Grange,Penfolds,Australia,Red,Grange by Penfolds (Australia)
718,174248,Art Series Chardonnay,Leeuwin Estate,Australia,White,Art Series Chardonnay by Leeuwin Estate (Australia)
719,174274,Cabernet Sauvignon-Shiraz,Oxford Landing,Australia,Red,Cabernet Sauvignon-Shiraz by Oxford Landing (Australia)
720,174323,Mill Cellars Shiraz,Hardys,Australia,Red,Mill Cellars Shiraz by Hardys (Australia)
721,174330,Red Blend (Shiraz-Cabernet Sauvignon),Insurrection,Australia,Red,Red Blend (Shiraz-Cabernet Sauvignon) by Insurrection (Australia)
722,174333,The Factor,Torbreck,Australia,Red,The Factor by Torbreck (Australia)
723,174372,Jammy Red Roo,Yellow Tail,Australia,Red,Jammy Red Roo by Yellow Tail (Australia)
724,174403,Polish Hill Riesling,Grosset,Australia,White,Polish Hill Riesling by Grosset (Australia)
725,174466,Sauvignon Blanc,Oxford Landing,Australia,White,Sauvignon Blanc by Oxford Landing (Australia)
726,174509,Cabernet Sauvignon,Bowen Estate,Australia,Red,Cabernet Sauvignon by Bowen Estate (Australia)
727,174544,Abednego Shiraz-Grenache-Mourvedre,Grant Burge,Australia,Red,Abednego Shiraz-Grenache-Mourvedre by Grant Burge (Australia)
728,174545,E & E Black Pepper Shiraz,Barossa Valley Estate,Australia,Red,E & E Black Pepper Shiraz by Barossa Valley Estate (Australia)
729,174568,Wallcliffe Sauvignon Blanc-Sémillon,Cape Mentelle,Australia,White,Wallcliffe Sauvignon Blanc-Sémillon by Cape Mentelle (Australia)
730,174586,Sauvignon Blanc-Sémillon,Cape Mentelle,Australia,White,Sauvignon Blanc-Sémillon by Cape Mentelle (Australia)
731,174651,Hand Picked Shiraz-Viognier,Yalumba,Australia,Red,Hand Picked Shiraz-Viognier by Yalumba (Australia)
732,174682,Wilyabrup Valley Cabernet Sauvignon-Merlot,Woodlands,Australia,Red,Wilyabrup Valley Cabernet Sauvignon-Merlot by Woodlands (Australia)
733,174689,Applejack Vineyard Pinot Noir,Giant Steps,Australia,Red,Applejack Vineyard Pinot Noir by Giant Steps (Australia)
734,174800,Single Vineyard Shiraz,Heathcote Estate,Australia,Red,Single Vineyard Shiraz by Heathcote Estate (Australia)
735,174867,Shiraz,Bowen Estate,Australia,Red,Shiraz by Bowen Estate (Australia)
736,174901,Rocky Gully Riesling,Frankland Estate,Australia,White,Rocky Gully Riesling by Frankland Estate (Australia)
737,174906,Reserve Shiraz,Lindeman's,Australia,Red,Reserve Shiraz by Lindeman's (Australia)
738,175454,The Visionary Cabernet Sauvignon,Taylors/Wakefield,Australia,Red,The Visionary Cabernet Sauvignon by Taylors/Wakefield (Australia)
739,175514,Cabernet Sauvignon,Shirvington,Australia,Red,Cabernet Sauvignon by Shirvington (Australia)
740,175540,Chardonnay,Peccavi,Australia,White,Chardonnay by Peccavi (Australia)
741,175542,Ferrous Pinot Noir,Kooyong,Australia,Red,Ferrous Pinot Noir by Kooyong (Australia)
742,175550,Estate Cabernet Sauvignon,Forest Hill,Australia,Red,Estate Cabernet Sauvignon by Forest Hill (Australia)
743,175682,Riesling,Pauletts,Australia,White,Riesling by Pauletts (Australia)
744,175684,Verdelho,Tulloch,Australia,White,Verdelho by Tulloch (Australia)
745,175701,Dry Red No. 3,Yarra Yering,Australia,Red,Dry Red No. 3 by Yarra Yering (Australia)
746,175704,Sauvignon Blanc,Pete’s Pure,Australia,White,Sauvignon Blanc by Pete’s Pure (Australia)
747,175754,Rocky Gully Cabernets,Frankland Estate,Australia,Red,Rocky Gully Cabernets by Frankland Estate (Australia)
748,175814,Bin 343 Cabernet Sauvignon-Shiraz,Hardys,Australia,Red,Bin 343 Cabernet Sauvignon-Shiraz by Hardys (Australia)
749,175840,Australia Felix Sagrantino,Andrew Peace,Australia,Red,Australia Felix Sagrantino by Andrew Peace (Australia)
750,175908,Haven Pinot Noir,Kooyong,Australia,Red,Haven Pinot Noir by Kooyong (Australia)
751,176059,Shiraz Rosé,Diamond Hill,Australia,Rosé,Shiraz Rosé by Diamond Hill (Australia)
752,176060,Australia Felix Chardonnay-Viognier,Andrew Peace,Australia,White,Australia Felix Chardonnay-Viognier by Andrew Peace (Australia)
753,176112,Harvest Diary Reserve Sémillon-Chardonnay,De Bortoli,Australia,White,Harvest Diary Reserve Sémillon-Chardonnay by De Bortoli (Australia)
754,176135,Burnside Vineyard Chardonnay,McHenry Hohnen,Australia,White,Burnside Vineyard Chardonnay by McHenry Hohnen (Australia)
755,176205,Pinot Grigio,The Little Penguin,Australia,White,Pinot Grigio by The Little Penguin (Australia)
756,176251,Cane Cut,Vasse Felix,Australia,White,Cane Cut by Vasse Felix (Australia)
757,176262,Lenswood Vineyard Chardonnay,Shaw + Smith,Australia,White,Lenswood Vineyard Chardonnay by Shaw + Smith (Australia)
758,176380,Faultline Chardonnay,Kooyong,Australia,White,Faultline Chardonnay by Kooyong (Australia)
759,176430,Marsanne-Roussanne,Yeringberg,Australia,White,Marsanne-Roussanne by Yeringberg (Australia)
760,176591,Chardonnay,Thompson Estate,Australia,White,Chardonnay by Thompson Estate (Australia)
761,177418,The Riddle Shiraz Rosé,Hardys,Australia,Rosé,The Riddle Shiraz Rosé by Hardys (Australia)
762,178374,Shiraz Rosé,Paxton,Australia,Rosé,Shiraz Rosé by Paxton (Australia)
763,178378,Blackwood Park Botrytis Riesling,Mitchelton,Australia,Dessert,Blackwood Park Botrytis Riesling by Mitchelton (Australia)
764,179012,Cabernet Sauvignon,Caymus,United States,Red,Cabernet Sauvignon by Caymus (United States)
765,179016,ARTEMIS Cabernet Sauvignon,Stag's Leap Wine Cellars,United States,Red,ARTEMIS Cabernet Sauvignon by Stag's Leap Wine Cellars (United States)
766,179021,Cabernet Sauvignon,Robert Mondavi Private Selection,United States,Red,Cabernet Sauvignon by Robert Mondavi Private Selection (United States)
767,179024,Cabernet Sauvignon Aged in Bourbon Barrels,Robert Mondavi Private Selection,United States,Red,Cabernet Sauvignon Aged in Bourbon Barrels by Robert Mondavi Private Selection (United States)
768,179027,Sonoma Coast Pinot Noir,La Crema,United States,Red,Sonoma Coast Pinot Noir by La Crema (United States)
769,179034,Old Vine Zinfandel,Gnarly Head,United States,Red,Old Vine Zinfandel by Gnarly Head (United States)
770,179039,Riesling,Chateau Ste. Michelle,United States,White,Riesling by Chateau Ste. Michelle (United States)
771,179040,Knights Valley Cabernet Sauvignon,Beringer,United States,Red,Knights Valley Cabernet Sauvignon by Beringer (United States)
772,179043,Special Selection Cabernet Sauvignon,Caymus,United States,Red,Special Selection Cabernet Sauvignon by Caymus (United States)
773,179044,Vintner's Reserve Chardonnay,Kendall-Jackson,United States,White,Vintner's Reserve Chardonnay by Kendall-Jackson (United States)
774,179047,Cabernet Sauvignon,Austin Hope,United States,Red,Cabernet Sauvignon by Austin Hope (United States)
775,179050,Red,Ménage à Trois,United States,Red,Red by Ménage à Trois (United States)
776,179053,Cabernet Sauvignon,Chateau Ste. Michelle,United States,Red,Cabernet Sauvignon by Chateau Ste. Michelle (United States)
777,179054,Cabernet Sauvignon,Jordan,United States,Red,Cabernet Sauvignon by Jordan (United States)
778,179058,Cabernet Sauvignon,Black Stallion,United States,Red,Cabernet Sauvignon by Black Stallion (United States)
779,179059,Cabernet Sauvignon,Faust,United States,Red,Cabernet Sauvignon by Faust (United States)
780,179060,Midnight Dark Red Blend,Ménage à Trois,United States,Red,Midnight Dark Red Blend by Ménage à Trois (United States)
781,179061,Insignia,Joseph Phelps,United States,Red,Insignia by Joseph Phelps (United States)
782,179063,Essential Red,Bogle,United States,Red,Essential Red by Bogle (United States)
783,179069,Napa Valley Merlot,Duckhorn,United States,Red,Napa Valley Merlot by Duckhorn (United States)
784,179080,Napa Valley Cabernet Sauvignon,Louis M. Martini,United States,Red,Napa Valley Cabernet Sauvignon by Louis M. Martini (United States)
785,179084,Pinot Noir Santa Barbara County,Au Bon Climat,United States,Red,Pinot Noir Santa Barbara County by Au Bon Climat (United States)
786,179131,Dominus (Christian Moueix),Dominus,United States,Red,Dominus (Christian Moueix) by Dominus (United States)
787,179266,Pinot Noir,Prophecy,United States,Red,Pinot Noir by Prophecy (United States)
788,179386,Pinot Noir,King Estate,United States,Red,Pinot Noir by King Estate (United States)
789,179397,White Zinfandel,Beringer Main & Vine,United States,Rosé,White Zinfandel by Beringer Main & Vine (United States)
790,179508,White Zinfandel,Beringer,United States,Rosé,White Zinfandel by Beringer (United States)
791,179545,Rutherford Cabernet Sauvignon,Beaulieu Vineyard (BV),United States,Red,Rutherford Cabernet Sauvignon by Beaulieu Vineyard (BV) (United States)
792,179634,Cabernet Sauvignon,Paradigm,United States,Red,Cabernet Sauvignon by Paradigm (United States)
793,179667,Sauvignon Blanc,Josh Cellars,United States,White,Sauvignon Blanc by Josh Cellars (United States)
794,179690,Brut,Roederer Estate,United States,Sparkling,Brut by Roederer Estate (United States)
795,179705,Pinot Noir,RoseRock,United States,Red,Pinot Noir by RoseRock (United States)
796,179805,Estate Cabernet Sauvignon,Odette,United States,Red,Estate Cabernet Sauvignon by Odette (United States)
797,179855,Cabernet Sauvignon,Eisele Vineyard,United States,Red,Cabernet Sauvignon by Eisele Vineyard (United States)
798,179958,Estate Pinot Noir,Illahe,United States,Red,Estate Pinot Noir by Illahe (United States)
799,180028,Prosecco,Cupcake,Italy,Sparkling,Prosecco by Cupcake (Italy)
800,180037,Red Blend,Whiplash,United States,Red,Red Blend by Whiplash (United States)
801,180083,Cabernet Sauvignon,Philip Togni,United States,Red,Cabernet Sauvignon by Philip Togni (United States)
802,180089,Estate Grown Pinot Noir,Cuvaison,United States,Red,Estate Grown Pinot Noir by Cuvaison (United States)
803,180152,Rosé,Meiomi,United States,Rosé,Rosé by Meiomi (United States)
804,180233,California Champagne Brut,Wycliff,United States,Sparkling,California Champagne Brut by Wycliff (United States)
805,180260,Cabernet Sauvignon,Priest Ranch,United States,Red,Cabernet Sauvignon by Priest Ranch (United States)
806,180268,Old Vine Zinfandel,Maggio Family Vineyards,United States,Red,Old Vine Zinfandel by Maggio Family Vineyards (United States)
807,180275,Heritage Reserve Chardonnay,DeLoach,United States,White,Heritage Reserve Chardonnay by DeLoach (United States)
808,180300,Old Vine Zinfandel,Big Smooth,United States,Red,Old Vine Zinfandel by Big Smooth (United States)
809,180330,IX Estate Red,Colgin,United States,Red,IX Estate Red by Colgin (United States)
810,180360,Chardonnay,Geyser Peak,United States,White,Chardonnay by Geyser Peak (United States)
811,180405,Hot to Trot White Blend,14 Hands,United States,White,Hot to Trot White Blend by 14 Hands (United States)
812,180681,L'Ermitage Brut,Roederer Estate,United States,Sparkling,L'Ermitage Brut by Roederer Estate (United States)
813,180707,Cabernet Sauvignon,Muirwood,United States,Red,Cabernet Sauvignon by Muirwood (United States)
814,180712,Dry Creek Valley Zinfandel,Dashe,United States,Dessert,Dry Creek Valley Zinfandel by Dashe (United States)
815,180750,Brut Vintage,Argyle,United States,Sparkling,Brut Vintage by Argyle (United States)
816,180799,Nighthawk Black Red Blend,Bota Box,United States,Red,Nighthawk Black Red Blend by Bota Box (United States)
817,180923,Quartet Brut,Roederer Estate,United States,Sparkling,Quartet Brut by Roederer Estate (United States)
818,181062,Tawny Porto 10 Year Old,Kirkland Signature,Portugal,Dessert/Port,Tawny Porto 10 Year Old by Kirkland Signature (Portugal)
819,181199,Lauréne Pinot Noir,Domaine Drouhin,United States,Red,Lauréne Pinot Noir by Domaine Drouhin (United States)
820,181203,Pinot Noir,Juggernaut,United States,Red,Pinot Noir by Juggernaut (United States)
821,181280,Red Blend,Ovid,United States,Red,Red Blend by Ovid (United States)
822,181447,Chardonnay,Meridian,United States,White,Chardonnay by Meridian (United States)
823,181492,L'Esprit Des Pavots,Peter Michael,United States,Red,L'Esprit Des Pavots by Peter Michael (United States)
824,181495,Pinot Grigio,The Naked Grape,United States,White,Pinot Grigio by The Naked Grape (United States)
825,181762,Estate Red Blend,Star Lane Vineyard,United States,Red,Estate Red Blend by Star Lane Vineyard (United States)
826,182081,Cabernet Sauvignon,Far Niente,United States,Red,Cabernet Sauvignon by Far Niente (United States)
827,182169,Fortis Cabernet Sauvignon,Pine Ridge,United States,Red,Fortis Cabernet Sauvignon by Pine Ridge (United States)
828,182277,Reserve Chardonnay,Pra Vinera,United States,White,Reserve Chardonnay by Pra Vinera (United States)
829,182294,Rubicon,Niebaum Coppola,United States,Red,Rubicon by Niebaum Coppola (United States)
830,182386,Private Collection Chardonnay,DeLoach,United States,White,Private Collection Chardonnay by DeLoach (United States)
831,182711,Solari,Larkmead,United States,Red,Solari by Larkmead (United States)
832,182743,Darwin Red,Hall,United States,Red,Darwin Red by Hall (United States)
833,182850,Cuvée A Amrita,Anne Amie Vineyards,United States,White,Cuvée A Amrita by Anne Amie Vineyards (United States)
834,183184,Cabernet Sauvignon,Jericho Canyon Vineyard,United States,Red,Cabernet Sauvignon by Jericho Canyon Vineyard (United States)
835,183229,Reserve Cabernet Sauvignon,Geyser Peak,United States,Red,Reserve Cabernet Sauvignon by Geyser Peak (United States)
836,183289,Whole Cluster Rosé of Pinot Noir,Willamette Valley Vineyards,United States,Rosé,Whole Cluster Rosé of Pinot Noir by Willamette Valley Vineyards (United States)
837,183379,Tychson Hill Vineyard Cabernet Sauvignon,Colgin,United States,Red,Tychson Hill Vineyard Cabernet Sauvignon by Colgin (United States)
838,183463,Dry Rosé,Bota Box,United States,Rosé,Dry Rosé by Bota Box (United States)
839,183479,Estate Cuvée Pinot Noir,Wapato Ridge Vineyard,United States,Red,Estate Cuvée Pinot Noir by Wapato Ridge Vineyard (United States)
840,183620,Cuvée A Pinot Noir,Anne Amie Vineyards,United States,Red,Cuvée A Pinot Noir by Anne Amie Vineyards (United States)
841,183771,Pinot Noir,Madonna Estate,United States,Red,Pinot Noir by Madonna Estate (United States)
842,183952,Cabernet Franc,McKenzie-Mueller,United States,Red,Cabernet Franc by McKenzie-Mueller (United States)
843,184116,AME Cabernet Sauvignon,Neyers,United States,Red,AME Cabernet Sauvignon by Neyers (United States)
844,184122,Cabernet Sauvignon,Cathedral Ridge,United States,Red,Cabernet Sauvignon by Cathedral Ridge (United States)
845,184423,Anderson Valley Rosé of Pinot Noir,Long Meadow Ranch,United States,Rosé,Anderson Valley Rosé of Pinot Noir by Long Meadow Ranch (United States)
846,184452,Cabernet Sauvignon,Roberts + Rogers,United States,Red,Cabernet Sauvignon by Roberts + Rogers (United States)
847,184497,Moscato,Terra d'Oro,United States,White,Moscato by Terra d'Oro (United States)
848,184532,Chardonnay,Burlwood Cellars,United States,White,Chardonnay by Burlwood Cellars (United States)
849,184540,Cabernet Sauvignon,Shibumi Knoll Vineyards,United States,Red,Cabernet Sauvignon by Shibumi Knoll Vineyards (United States)
850,184541,State Lane Vineyard Merlot,Goosecross,United States,Red,State Lane Vineyard Merlot by Goosecross (United States)
851,184600,Rapscallion Zinfandel,League of Rogues,United States,Red,Rapscallion Zinfandel by League of Rogues (United States)
852,184631,Aquarius Ranch Vineyard Chardonnay,McIlroy Cellars,United States,White,Aquarius Ranch Vineyard Chardonnay by McIlroy Cellars (United States)
853,184678,Blanc de Blancs,Piper Sonoma,United States,Sparkling,Blanc de Blancs by Piper Sonoma (United States)
854,184745,Cabernet Sauvignon,D.R. Stephens,United States,Red,Cabernet Sauvignon by D.R. Stephens (United States)
855,184814,Four Sons Fraternity,Baldacci,United States,Red,Four Sons Fraternity by Baldacci (United States)
856,184822,Pinot Noir,Silvan Ridge Winery,United States,Red,Pinot Noir by Silvan Ridge Winery (United States)
857,184870,Dry Riesling,Weis Vineyards,United States,White,Dry Riesling by Weis Vineyards (United States)
858,185009,Emmaline Ann Vineyard Pinot Noir,Cobb,United States,Red,Emmaline Ann Vineyard Pinot Noir by Cobb (United States)
859,185198,Dry Riesling,Wollersheim Winery,United States,White,Dry Riesling by Wollersheim Winery (United States)
860,185244,Merlot,Parkers Estate,United States,Red,Merlot by Parkers Estate (United States)
861,185248,Estate Chardonnay,Lingua Franca,United States,White,Estate Chardonnay by Lingua Franca (United States)
862,185481,Coyote Canyon Reserve Syrah,Columbia Crest,United States,Red,Coyote Canyon Reserve Syrah by Columbia Crest (United States)
863,185744,White Riesling,Wollersheim Winery,United States,White,White Riesling by Wollersheim Winery (United States)
864,185866,Rosé of Pinot Noir,Anne Amie Vineyards,United States,Rosé,Rosé of Pinot Noir by Anne Amie Vineyards (United States)
865,185917,Vintage Reserve Chardonnay,Fog & Light,United States,White,Vintage Reserve Chardonnay by Fog & Light (United States)
866,186079,Nana's Rosé,Paradise Springs,United States,Rosé,Nana's Rosé by Paradise Springs (United States)
867,186159,Port,Loxton,United States,Dessert/Port,Port by Loxton (United States)
868,186843,Pinot Noir,Van Ruiten,United States,Red,Pinot Noir by Van Ruiten (United States)
869,187359,Cabernet Sauvignon,Yates Family Vineyard,United States,Red,Cabernet Sauvignon by Yates Family Vineyard (United States)
870,187681,Barrel Select Fumé Blanc,Aridus,United States,White,Barrel Select Fumé Blanc by Aridus (United States)
871,187963,Papa Paulo Private Reserve Port,Messina Hof,United States,Dessert,Papa Paulo Private Reserve Port by Messina Hof (United States)
872,188120,Triple Cream Sherry,Rancho de Philo,United States,Dessert,Triple Cream Sherry by Rancho de Philo (United States)
873,188472,Pedroni Vineyard Cabernet Franc,Amphora,United States,Red,Pedroni Vineyard Cabernet Franc by Amphora (United States)
874,189080,Diamante Spumante,South Coast Winery,United States,Sparkling,Diamante Spumante by South Coast Winery (United States)
875,189939,Fortunate Sun Late Harvest Chenin Blanc,Kiona Vineyards,United States,Dessert,Fortunate Sun Late Harvest Chenin Blanc by Kiona Vineyards (United States)
876,190485,Late Harvest Sauvignon Blanc,Fore Family Vineyards,United States,Dessert,Late Harvest Sauvignon Blanc by Fore Family Vineyards (United States)
877,190621,Premiere Napa Valley Cabernet Sauvignon,The Hess Collection,United States,Red,Premiere Napa Valley Cabernet Sauvignon by The Hess Collection (United States)
878,191270,Rosé of Pinot Noir,Iris Vineyards,United States,Rosé,Rosé of Pinot Noir by Iris Vineyards (United States)
879,192337,Semi-Dry Riesling,Vineland Estates Winery,Canada,White,Semi-Dry Riesling by Vineland Estates Winery (Canada)
880,192341,Odyssey Meritage,Gray Monk,Canada,Red,Odyssey Meritage by Gray Monk (Canada)
881,192356,Chardonnay Unfiltered,Norman Hardie,Canada,White,Chardonnay Unfiltered by Norman Hardie (Canada)
882,192359,Riesling-Gewürztraminer,Open,Canada,White,Riesling-Gewürztraminer by Open (Canada)
883,192385,Growers Blend Pinot Noir,Tawse,Canada,Red,Growers Blend Pinot Noir by Tawse (Canada)
884,192413,Meritage,Tawse,Canada,Red,Meritage by Tawse (Canada)
885,192489,Quarry Road Vineyard Pinot Noir,Tawse,Canada,Red,Quarry Road Vineyard Pinot Noir by Tawse (Canada)
886,192497,Small Lot Chardonnay,Thirty Bench,Canada,White,Small Lot Chardonnay by Thirty Bench (Canada)
887,192503,Reserve Syrah,Kacaba,Canada,Red,Reserve Syrah by Kacaba (Canada)
888,192515,Private Reserve Riesling,Peller Estates,Canada,White,Private Reserve Riesling by Peller Estates (Canada)
889,192560,Vidal Special Select Late Harvest,Konzelmann,Canada,Dessert,Vidal Special Select Late Harvest by Konzelmann (Canada)
890,192584,Reserve Cabernet Franc,Kacaba,Canada,Red,Reserve Cabernet Franc by Kacaba (Canada)
891,192597,Select Lot Collection Merlot,Mission Hill Family Estate,Canada,Red,Select Lot Collection Merlot by Mission Hill Family Estate (Canada)
892,192645,Riesling Icewine,Sandhill,Canada,Dessert,Riesling Icewine by Sandhill (Canada)
893,192666,Riesling Icewine,Tawse,Canada,White,Riesling Icewine by Tawse (Canada)
894,192711,Indian Summer Select Late Harvest Riesling,Cave Spring,Canada,Dessert,Indian Summer Select Late Harvest Riesling by Cave Spring (Canada)
895,192749,Vidal Icewine,Palatine Hills Estate,Canada,Dessert,Vidal Icewine by Palatine Hills Estate (Canada)
896,192782,Triomphe Cabernet Franc Rosé,Southbrook,Canada,Rosé,Triomphe Cabernet Franc Rosé by Southbrook (Canada)
897,193031,Pinot Noir,Saxon Estate Winery,Canada,Red,Pinot Noir by Saxon Estate Winery (Canada)
898,193172,Chenin Blanc Cosecha Tardía,Monte Xanic,Mexico,Dessert,Chenin Blanc Cosecha Tardía by Monte Xanic (Mexico)
899,193203,Don Luis Viognier,L. A. Cetto,Mexico,White,Don Luis Viognier by L. A. Cetto (Mexico)
900,193214,Calixa Syrah,Monte Xanic,Mexico,Red,Calixa Syrah by Monte Xanic (Mexico)
901,193263,Jaak,Las Nubes,Mexico,Rosé,Jaak by Las Nubes (Mexico)
902,193347,Cabernet Sauvignon Rosé,L. A. Cetto,Mexico,Rosé,Cabernet Sauvignon Rosé by L. A. Cetto (Mexico)
903,193349,Crianza Tinto,Donato,Mexico,Red,Crianza Tinto by Donato (Mexico)
904,193352,Atempo Rosé,De Cote,Mexico,Rosé,Atempo Rosé by De Cote (Mexico)
905,193371,Sang Bleu Rosado,Mariatinto,Mexico,Rosé,Sang Bleu Rosado by Mariatinto (Mexico)
906,193478,Rouge (Gaston Hochar),Château Musar,Lebanon,Red,Rouge (Gaston Hochar) by Château Musar (Lebanon)
907,193482,Sauvignon Blanc,Brancott Estate,New Zealand,White,Sauvignon Blanc by Brancott Estate (New Zealand)
908,193483,Private Bin Sauvignon Blanc,Villa Maria,New Zealand,White,Private Bin Sauvignon Blanc by Villa Maria (New Zealand)
909,193484,Sauvignon Blanc,Matua,New Zealand,White,Sauvignon Blanc by Matua (New Zealand)
910,193485,Sauvignon Blanc,Hans Greyl,New Zealand,White,Sauvignon Blanc by Hans Greyl (New Zealand)
911,193486,Sauvignon Blanc,Whitehaven,New Zealand,White,Sauvignon Blanc by Whitehaven (New Zealand)
912,193487,Sauvignon Blanc,Mud House,New Zealand,White,Sauvignon Blanc by Mud House (New Zealand)
913,193488,Pinot Noir,Matua,New Zealand,Red,Pinot Noir by Matua (New Zealand)
914,193489,Regional Collection Marlborough Sauvignon Blanc,Nobilo,New Zealand,White,Regional Collection Marlborough Sauvignon Blanc by Nobilo (New Zealand)
915,193494,Sauvignon Blanc,Starborough,New Zealand,White,Sauvignon Blanc by Starborough (New Zealand)
916,193499,Sauvignon Blanc,Taka,New Zealand,White,Sauvignon Blanc by Taka (New Zealand)
917,193530,Sauvignon Blanc,Prophecy,New Zealand,White,Sauvignon Blanc by Prophecy (New Zealand)
918,193552,Burgenland Red,Meinklang,Austria,Red,Burgenland Red by Meinklang (Austria)
919,193580,Domaene Gobelsburg Grüner Veltliner,Schloss Gobelsburg,Austria,White,Domaene Gobelsburg Grüner Veltliner by Schloss Gobelsburg (Austria)
920,193598,Assyrtiko,Argyros,Greece,White,Assyrtiko by Argyros (Greece)
921,193699,Classic Cabernet Sauvignon,Barkan,Israel,Red,Classic Cabernet Sauvignon by Barkan (Israel)
922,193719,Retsina of Attica,Kourtaki,Greece,White,Retsina of Attica by Kourtaki (Greece)
923,193731,Paranga White,Kir Yianni,Greece,White,Paranga White by Kir Yianni (Greece)
924,193764,Reserve Cabernet Sauvignon,Golubitskoe Estate-Villa Romanov,Russia,Red,Reserve Cabernet Sauvignon by Golubitskoe Estate-Villa Romanov (Russia)
925,193765,Molodoe (Молодое),Château Tamagne,Russia,Red,Molodoe (Молодое) by Château Tamagne (Russia)
926,193775,Chateau Porto Carras,Porto Carras,Greece,Red,Chateau Porto Carras by Porto Carras (Greece)
927,193783,Reserve Cabernet,Château Tamagne,Russia,Red,Reserve Cabernet by Château Tamagne (Russia)
928,193835,Santorini Assyrtiko,Hatzidakis,Greece,White,Santorini Assyrtiko by Hatzidakis (Greece)
929,193855,Vicar's Choice Sauvignon Blanc Bubbles,Saint Clair Family Estate,New Zealand,Sparkling,Vicar's Choice Sauvignon Blanc Bubbles by Saint Clair Family Estate (New Zealand)
930,193856,Красностоп Золотовский (Krasnostop Zolotovskiy),Винодельня Ведерниковъ (Vedernikov Winery),Russia,Red,Красностоп Золотовский (Krasnostop Zolotovskiy) by Винодельня Ведерниковъ (Vedernikov Winery) (Russia)
931,193910,Lightly Sparkling-Sauvignon Blanc,Villa Maria,New Zealand,Sparkling,Lightly Sparkling-Sauvignon Blanc by Villa Maria (New Zealand)
932,193914,Sparkling Cuvée Brut,Oyster Bay,New Zealand,Sparkling,Sparkling Cuvée Brut by Oyster Bay (New Zealand)
933,193941,Shiraz,Gaï-Kodzor,Russia,Red,Shiraz by Gaï-Kodzor (Russia)
934,194093,Federspiel Grüner Veltliner,Domäne Wachau,Austria,White,Federspiel Grüner Veltliner by Domäne Wachau (Austria)
935,194113,Rouge,Clos St. Thomas,Lebanon,Red,Rouge by Clos St. Thomas (Lebanon)
936,194117,Kotsifali,Lyrarakis,Greece,Red,Kotsifali by Lyrarakis (Greece)
